titulo_diario;texto_diario;type;by;post_id;post_link;post_message;picture;full_picture;link;link_domain;post_published;post_published_unix;post_published_sql;likes_count_fb;comments_count_fb;reactions_count_fb;shares_count_fb;engagement_fb;comments_retrieved;comments_base;comments_replies;comments_likes_count;texto propio;localizacion_info;genero;tema;temp;modalidad;observaciones;rea_NONE;rea_LIKE;rea_LOVE;rea_WOW;rea_HAHA;rea_SAD;rea_ANGRY;rea_THANKFUL
;;link;post_page_156057357762712;156057357762712_287619541281100;https://www.facebook.com/156057357762712/posts/287619541281100;Parra arrancar con todo este jueves  un poco de música para vos. Que tengas un día espectacular.;https://external.xx.fbcdn.net/safe_image.php?d=AQDj-x1QAARE8-zi&w=130&h=130&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2Ff-AbEQNHi2A%2Fhqdefault.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQBi9ErX7-n7848q&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2Ff-AbEQNHi2A%2Fhqdefault.jpg;http://www.youtube.com/watch?v=f-AbEQNHi2A;youtube.com;2011-12-08T13:50:08+0000;1323352208;12/8/2011 14:50:08;292;24;292;98;414;20;20;0;7;1;2;4;8;2.0;4.0;Saludo de buen día y enlace a tema musical.;0;274;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286865958015184;https://www.facebook.com/156057357762712/posts/286865958015184;¡Buen día a todos! Temperatura en Buenos Aires: 24.6º. La máxima prevista para hoy es de 29º. Mirá el pronostico extendido para este fin de semana largo [http://bit.ly/c22sE1]. ¿Cómo está el tiempo en tu ciudad? ¡Envianos tu reporte!;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/384051_286865934681853_2023246358_n.jpg?oh=d3e1e871ff139d4818f48beedb204dac&oe=582941DB;https://scontent.xx.fbcdn.net/v/t1.0-9/384051_286865934681853_2023246358_n.jpg?oh=86915cdd92cc854977220e106fd6b8ce&oe=58260376;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286865934681853/?type=3;facebook.com;2011-12-08T12:26:52+0000;1323347212;12/8/2011 13:26:52;59;26;59;10;95;23;23;0;2;1;1;4;11;2.0;4.0;Saludo de buen día con clima en ciudad de BS AS y enlace al estado del tiempo. Pero en la pregunta si hace alusión al usuario nacional.;0;57;0;0;0;0;0;0
;;video;post_page_156057357762712;156057357762712_250330201697015;https://www.facebook.com/156057357762712/posts/250330201697015;[TUNEL DEL TIEMPO] ¿Te acordás de este tema?;https://external.xx.fbcdn.net/safe_image.php?d=AQBR3R184MLUjD07&w=130&h=130&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2Fn4RjJKxsamQ%2Fhqdefault.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQCI2DkDOIo7815g&w=720&h=720&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2Fn4RjJKxsamQ%2Fhqdefault.jpg&cfs=1;http://www.youtube.com/watch?v=n4RjJKxsamQ;youtube.com;2011-12-08T02:40:12+0000;1323312012;12/8/2011 3:40:12;289;43;289;98;430;39;39;0;39;1;3;4;8;1.0;4.0;Posteo con tema musical. Función fática que parece apelar al contacto emocional con un tipo de usuario co-temporáneo también generacional.;0;274;0;0;0;0;0;0
;;link;post_page_156057357762712;156057357762712_330403343652420;https://www.facebook.com/156057357762712/posts/330403343652420;[NOCTÁMBULOS] Luego de un día largo  te queremos despedir con Pink Floyd. Contanos  ¿como estuvo tu día? Tenemos ganas de leerte.;https://external.xx.fbcdn.net/safe_image.php?d=AQCZjSldF8hT1ddj&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FtkJNyQfAprY%2Fhqdefault.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQBB1EiXwBsGpBFq&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FtkJNyQfAprY%2Fhqdefault.jpg;http://www.youtube.com/watch?v=tkJNyQfAprY;youtube.com;2011-12-08T02:34:26+0000;1323311666;12/8/2011 3:34:26;206;27;206;49;282;24;24;0;30;1;3;4;8;2.0;4.0;"Posteo de tema musical y contacto con cierto tipo de usuario que, junto con el enunciador, se incluirían dentro de la calificación de ""Noctámbulos"". El otro no está en cualquier lugar. Se plantea una temporalidad compartida.Para el otro también es de noche y está acabando su día. El público no somos todos.";0;196;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286663731368740;https://www.facebook.com/156057357762712/posts/286663731368740;Desde el lunes habrá monedas de dos pesos. Será dorada y plateada  como la de 1 peso  pero con los colores invertidos. Serán 100 millones de piezas que conmemorarán el Bicentenario. Nota: [http://bit.ly/rJdkww] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/390024_286663714702075_73565341_n.jpg?oh=f29d91971ce682c359db30a6288d0202&oe=5815A38A;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/390024_286663714702075_73565341_n.jpg?oh=be7625b540f4d71d0e2482674746e21f&oe=585972FD;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286663714702075/?type=3;facebook.com;2011-12-08T00:32:57+0000;1323304377;12/8/2011 1:32:57;431;144;431;236;811;122;122;0;120;1;2;1;2;4.0;4.0;Algunas modificaciones en el título. Se vuelve a enlazar con distintos usuarios desconocidos.;0;402;0;0;0;0;0;0
;;status;post_page_156057357762712;156057357762712_286615938040186;https://www.facebook.com/156057357762712/posts/286615938040186;[VOS] Tu mejor noticia de la semana fue _____________________;;;;;2011-12-07T22:29:35+0000;1323296975;12/7/2011 23:29:35;43;68;43;2;113;61;61;0;51;1;2;8;12;2.0;;;0;38;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286540251381088;https://www.facebook.com/156057357762712/posts/286540251381088;Para Sebastián Domínguez   Vélez fue el mejor del año . El defensor del Fortín dio su punto de vista y abrió el debate a pocos días de la consagración de Boca. Nota: [http://bit.ly/vRNOBv] Opiná: para vos  ¿cuál fue el mejor equipo del año?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/384550_286540224714424_1116584609_n.jpg?oh=9e18f49aea21304e154b2e08fd13401a&oe=58597101;https://scontent.xx.fbcdn.net/v/t1.0-9/384550_286540224714424_1116584609_n.jpg?oh=1bdd4b25a97019a3abf485f8f2a3fc63&oe=582AFFAC;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286540224714424/?type=3;facebook.com;2011-12-07T19:45:05+0000;1323287105;12/7/2011 20:45:05;53;63;53;5;121;55;55;0;14;1;2;1;3;1.0;;;0;50;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286477731387340;https://www.facebook.com/156057357762712/posts/286477731387340;Mujeres cada vez más jóvenes deciden congelar sus óvulos. En general son profesionales exitosas  muy ocupadas y sin pareja. Tienen alrededor de 30 años y no quieren ser madres ahora pero sí más adelante. Nota: [http://bit.ly/uU3e7n] ¿Estás suficientemente informada sobre el tema?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/376524_286477701387343_1684670166_n.jpg?oh=7e82db9c206bcf1f06133a1fa3b8663e&oe=585ECFE0;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/376524_286477701387343_1684670166_n.jpg?oh=97c77fc3bb297744b799e981b694f9cf&oe=581AF726;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286477701387343/?type=3;facebook.com;2011-12-07T17:28:50+0000;1323278930;12/7/2011 18:28:50;92;33;92;29;154;29;29;0;56;1;2;6;13;2.0;;;0;87;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286417668060013;https://www.facebook.com/156057357762712/posts/286417668060013;Brasil multó a McDonald s por incluir juguetes en sus menús infantiles. Consideran que dar juguetes junto a la comida induce a formar hábitos alimentarios perjudiciales para la salud. Nota: [http://bit.ly/tYihFr] | ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/376020_286417644726682_1982201406_n.jpg?oh=d37f3612c43ea89bfbd527122658db88&oe=5817A53E;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/376020_286417644726682_1982201406_n.jpg?oh=1ec14cb9981ad427fea29791c0531ebf&oe=585E7DF8;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286417644726682/?type=3;facebook.com;2011-12-07T15:18:47+0000;1323271127;12/7/2011 16:18:47;324;131;324;82;537;116;116;0;85;1;3;1;13;1.0;;Si bien hay cuestiones referidas a la salud, la nota apunto a generar interés en torno a McDonalds, por eso categoricé como Sociedad;0;305;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286348758066904;https://www.facebook.com/156057357762712/posts/286348758066904;¡CLARÍN.COM LANZÓ HOY SU NUEVO DISEÑO! Mayor potencia visual  más multimedia  mejor interactividad con las redes sociales y un gran desarrollo de Clarín Web TV son la base del rediseño total del sitio. Ingresá: [http://bit.ly/JeB9] | Contanos  ¿qué te parece el nuevo formato?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/386105_286348738066906_1688243101_n.jpg?oh=9cedc6fa03f1f74da02fdcae7b9eead6&oe=5813D8E1;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/386105_286348738066906_1688243101_n.jpg?oh=04994f5204d349b81da23cc13c32b12c&oe=582A1827;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286348738066906/?type=3;facebook.com;2011-12-07T13:14:16+0000;1323263656;12/7/2011 14:14:16;96;30;96;8;134;25;25;0;10;1;2;1;12;2.0;;Anuncia lanzamiento de nuevo diseño web, el link no lleva a una nota sino al inicio del sitio.;0;88;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286317284736718;https://www.facebook.com/156057357762712/posts/286317284736718;¡Buen día a todos! Temperatura en Buenos Aires: 23.2º. La máxima prevista para hoy es de 30º. El pronostico extendido para todo el país [http://bit.ly/c22sE1]. Contanos  ¿cómo está el tiempo en tu ciudad?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/388082_286317271403386_1411285715_n.jpg?oh=3eb04ce28930612e7afb241433d0625f&oe=581F0E30;https://scontent.xx.fbcdn.net/v/t1.0-9/388082_286317271403386_1411285715_n.jpg?oh=1e97e537a3f96896d75fc0bed58cdcce&oe=58194C9D;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286317271403386/?type=3;facebook.com;2011-12-07T11:36:00+0000;1323257760;12/7/2011 12:36:00;57;31;57;12;100;25;25;0;9;1;1;4;11;2.0;4.0;Saludo de buen día con clima en ciudad de BS AS y enlace al estado del tiempo. Pero en la pregunta si hace alusión al usuario nacional.;0;53;0;0;0;0;0;0
;;video;post_page_156057357762712;156057357762712_134694586641355;https://www.facebook.com/156057357762712/posts/134694586641355;[NOCTÁMBULOS] Que mejor que ir a descansar con un clásico de Sting. Esperamos que hayas tenido un día muy bueno y que las complicaciones mañana se puedan superar. Muchas gracias por seguirnos.;https://external.xx.fbcdn.net/safe_image.php?d=AQAQ8UI6g1hW-HQL&w=130&h=130&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2FZuI61cTNbAk%2Fhqdefault.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQBF1znZiaik0lPD&w=720&h=720&url=http%3A%2F%2Fi3.ytimg.com%2Fvi%2FZuI61cTNbAk%2Fhqdefault.jpg&cfs=1;http://www.youtube.com/watch?v=ZuI61cTNbAk;youtube.com;2011-12-07T01:36:31+0000;1323221791;12/7/2011 2:36:31;193;23;193;56;272;22;22;0;7;1;3;4;8;2.0;4.0;Saludo de buenas noches con una canción desde Youtube. Producción exclusiva para redes sociales;0;181;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286120484756398;https://www.facebook.com/156057357762712/posts/286120484756398;Problemas para conseguir nafta: durante tres horas no se cargó en todo el país. Fue debido a un paro de expendedores de estaciones de servicio. Hay preocupación por un posible desabastecimiento de cara al fin de semana largo. Nota: [http://bit.ly/tHbyo5] | ¿Tuviste inconvenientes para cargar?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/378024_286120458089734_553817929_n.jpg?oh=45306560a4d98cb5dda08df93f0c408a&oe=58182EC2;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/378024_286120458089734_553817929_n.jpg?oh=c5c35f28ed9301b17dbc7c63db30a3c4&oe=581C5EEF;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286120458089734/?type=3;facebook.com;2011-12-07T00:00:11+0000;1323216011;12/7/2011 1:00:11;52;58;52;15;125;50;50;0;29;1;2;1;10;1.0;;;0;51;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_286021374766309;https://www.facebook.com/156057357762712/posts/286021374766309;Cada vez hay más hogares con dos PC. La cantidad de viviendas del país conectadas a la Web que cuentan con dos o más computadoras se triplicó en el último año. Nota: [http://bit.ly/uTFezm] ¿Cuántas computadoras tenés en tu casa?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/392830_286021358099644_1628320674_n.jpg?oh=70981e575fdf0886714a2a25a814cbde&oe=5817978C;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/392830_286021358099644_1628320674_n.jpg?oh=2245a59651c2b19f76dffc272682507e&oe=582CF74A;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/286021358099644/?type=3;facebook.com;2011-12-06T20:24:31+0000;1323203071;12/6/2011 21:24:31;82;86;82;11;179;74;74;0;23;1;2;6;5;2.0;;;0;77;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285985934769853;https://www.facebook.com/156057357762712/posts/285985934769853;[PERFIL] ¿Quién es Hernán Lorenzino? El actual secretario de Finanzas era mencionado como el sucesor preferido del vicepresidente electo. Más información: [http://bit.ly/vUx5xt] | ¿Qué opinás sobre su designación?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/379829_285985914769855_883038128_n.jpg?oh=b762e46073d8b8e524600f75c5deb3c0&oe=58564168;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/379829_285985914769855_883038128_n.jpg?oh=5be8d45c2207af094c88ee2d54ff8581&oe=582D3A45;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285985914769855/?type=3;facebook.com;2011-12-06T19:11:35+0000;1323198695;12/6/2011 20:11:35;13;23;13;5;41;18;18;0;9;1;2;1;1;1.0;;Está escrita en futuro pero el tema son designaciones ya ocurridas, pasadas.;0;13;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285959454772501;https://www.facebook.com/156057357762712/posts/285959454772501;Cambios en el Gabinete: Hernán Lorenzino será el ministro de Economía y Abal Medina  jefe de Gabinete. Siguen en sus cargos Héctor Timerman  Florencio Randazzo  Julio Alak  Carlos Tomada  Arturo Puricelli  Alicia Kirchner  Julio De Vido  Nilda Garré  Alberto Sileoni y Carlos Zannini.? Nota: [http://bit.ly/vUx5xt];https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/377546_285959431439170_1899293024_n.jpg?oh=58b1f0d9b99daceda48d0acaf1ee7beb&oe=5812F5FD;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/377546_285959431439170_1899293024_n.jpg?oh=6a2fbe1cb536fbb6176503bb0f97e137&oe=582D973B;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285959431439170/?type=3;facebook.com;2011-12-06T18:15:45+0000;1323195345;12/6/2011 19:15:45;20;44;20;14;78;34;34;0;40;1;2;1;1;1.0;;Linkea a la misma nota, con algunos cambios en el texto del post;0;19;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285919254776521;https://www.facebook.com/156057357762712/posts/285919254776521;Asumieron los diputados en medio de cruces entre La Cámpora y el moyanismo. La sesión se demoró por disturbios causados en el ingreso por Castells. Las tribunas estuvieron copadas por militantes K y del jefe de la CGT  quienes se unieron para silbar a Patricia Bullrich. Nota: [http://bit.ly/t3V8vQ] | ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/391051_285919234776523_2049004198_n.jpg?oh=f79f88e33d4969e0a11adaaf648e5d5c&oe=5820C02E;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/391051_285919234776523_2049004198_n.jpg?oh=dd6f69d7a6deb87d8a61b16420fb7268&oe=585DADE8;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285919234776523/?type=3;facebook.com;2011-12-06T16:47:49+0000;1323190069;12/6/2011 17:47:49;29;52;29;11;92;44;44;0;63;1;2;1;1;2.0;;;0;25;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285853918116388;https://www.facebook.com/156057357762712/posts/285853918116388;Es mi segunda casa y el club en el que me voy a retirar   dijo el arquero de Lazio. Nota: [http://bit.ly/sWOFek] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/390672_285852698116510_566686419_n.jpg?oh=e5311ec916bea74daa6660daa35709bf&oe=58118C44;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/390672_285852698116510_566686419_n.jpg?oh=6e5e90de85b083fb64bcb8cb003c556b&oe=58278E69;https://www.facebook.com/clarincom/photos/a.285852678116512.59670.156057357762712/285852698116510/?type=3;facebook.com;2011-12-06T14:10:40+0000;1323180640;12/6/2011 15:10:40;3;3;3;0;6;3;3;0;0;1;1;1;3;1.0;;;0;3;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285853921449721;https://www.facebook.com/156057357762712/posts/285853921449721;Ojalá me pueda encontrar con ellos en un futuro no muy lejano  porque tengo el anhelo de regresar   agregó Carrizo. Nota: [http://bit.ly/sWOFek] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/381829_285852728116507_1848154051_n.jpg?oh=fa3ddab037070225ca5e5e692a1650c4&oe=5816BD18;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/381829_285852728116507_1848154051_n.jpg?oh=3956225c1e0a3be29be045bf8bd7399d&oe=5856AADE;https://www.facebook.com/clarincom/photos/a.285852678116512.59670.156057357762712/285852728116507/?type=3;facebook.com;2011-12-06T14:10:40+0000;1323180640;12/6/2011 15:10:40;1;0;1;0;1;0;0;0;0;1;1;1;3;1.0;;Misma nota anterior, con modificaciones en el texto del psot;0;1;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285853924783054;https://www.facebook.com/156057357762712/posts/285853924783054;Volver al país me acercaría mucho a la Selección   dijo JP. Nota: [http://bit.ly/sWOFek] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/385387_285852744783172_1415197508_n.jpg?oh=b38667161fd2c58493aed27fc2a8cfff&oe=585EAD00;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/385387_285852744783172_1415197508_n.jpg?oh=67cda53d9204239e457c6439981e8c35&oe=582389C6;https://www.facebook.com/clarincom/photos/a.285852678116512.59670.156057357762712/285852744783172/?type=3;facebook.com;2011-12-06T14:10:40+0000;1323180640;12/6/2011 15:10:40;2;1;2;0;3;1;1;0;1;1;1;1;3;1.0;;Ídem;0;2;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285810251454088;https://www.facebook.com/156057357762712/posts/285810251454088;¡Buen día a todos! Temperatura en Buenos Aires: 21º. La máxima prevista para hoy es de 27º [http://bit.ly/c22sE1]. ¿Cómo está el tiempo en tu ciudad? ¡Envianos tu reporte!;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/376385_285810234787423_1881168631_n.jpg?oh=12677d5053834eab97c5b09898680db2&oe=582A40D2;https://scontent.xx.fbcdn.net/v/t1.0-9/376385_285810234787423_1881168631_n.jpg?oh=4d557eb111b07b4991e0c6310f58e23a&oe=5857897F;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285810234787423/?type=3;facebook.com;2011-12-06T11:57:33+0000;1323172653;12/6/2011 12:57:33;63;26;63;7;96;24;24;0;3;1;1;4;11;2.0;4.0;Saludo de buen día con clima en ciudad de BS AS y enlace al estado del tiempo. Pero en la pregunta si hace alusión al usuario nacional.;0;60;0;0;0;0;0;0
;;video;post_page_156057357762712;156057357762712_284912931550131;https://www.facebook.com/156057357762712/posts/284912931550131;[NOCTÁMBULOS] Hoy te despedimos con el más votado de la noche. Te deseamos una muy buena noche y que descanses. Si estás del otro lado del océano  que puedas comenzar un día con todo. Gracias a todos por seguirnos. Disfruten de lo que une al mundo... la música.;https://external.xx.fbcdn.net/safe_image.php?d=AQCkVsGQMDtTPe-u&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FlWv3Ns87zqg%2Fhqdefault.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQByYLfGFrGg65ex&w=720&h=720&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FlWv3Ns87zqg%2Fhqdefault.jpg&cfs=1;http://www.youtube.com/watch?v=lWv3Ns87zqg;youtube.com;2011-12-06T01:56:37+0000;1323136597;12/6/2011 2:56:37;274;29;274;80;383;25;25;0;9;1;3;4;8;2.0;4.0;;0;257;0;0;0;0;0;0
;;status;post_page_156057357762712;156057357762712_285587548143025;https://www.facebook.com/156057357762712/posts/285587548143025;[NOCTÁMBULOS] Esta noche cerramos un tema de película  ¿cual querés?;;;;;2011-12-06T00:48:24+0000;1323132504;12/6/2011 1:48:24;0;0;0;0;0;0;0;0;0;1;3;4;8;2.0;4.0;;0;0;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285462991488814;https://www.facebook.com/156057357762712/posts/285462991488814;El ultrakirchnerismo vaticina maltrato a Cobos pese a la decisión de Cristina.  Es probable que la pase mal y que vea o escuche algún gesto de desaprobación   dijo Diana Conti. Cobos pidió  prudencia  y confirmó que le tomará juramento a la Presidenta. Nota: [http://bit.ly/uC8QP5] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/375411_285462961488817_1771377833_n.jpg?oh=98f1465cf5c5d8d6e46f55d4b031b8d0&oe=582133F0;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/375411_285462961488817_1771377833_n.jpg?oh=702a65b1c9e38af2032ca646367ab52a&oe=582C7336;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285462961488817/?type=3;facebook.com;2011-12-05T20:52:04+0000;1323118324;12/5/2011 21:52:04;71;85;71;17;173;80;80;0;112;1;2;1;1;4.0;;Anuncia posibles escraches a futuro;0;67;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285403184828128;https://www.facebook.com/156057357762712/posts/285403184828128;La NASA halla el primer planeta en una zona habitable: podría tener agua. Se llama Kepler-22b y se encuentra a 600 años luz. Gira alrededor de una estrella similar al Sol. Más información: [http://bit.ly/ugbqDd] ¿Qué opinás?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/377175_285403171494796_142314964_n.jpg?oh=ef429df72a5b0d27341bc972ffb43c7a&oe=585C48FB;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/377175_285403171494796_142314964_n.jpg?oh=e07572b0f85635d212856f3395afbaf7&oe=581504D6;https://www.facebook.com/clarincom/photos/a.220719674629813.48708.156057357762712/285403171494796/?type=3;facebook.com;2011-12-05T18:51:53+0000;1323111113;12/5/2011 19:51:53;253;115;253;89;457;94;94;0;105;1;3;6;11;1.0;;Hallazgo, en pasado.;0;236;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285348701500243;https://www.facebook.com/156057357762712/posts/285348701500243;FECHA 14. Prueba superada ante Vélez. Fue 0-0  con Boca siendo más y errando un penal (Schiavi).;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/378527_285346231500490_1036154339_n.jpg?oh=4788fb5c4c61186763b311d4794ce203&oe=5818B85A;https://scontent.xx.fbcdn.net/v/t1.0-9/378527_285346231500490_1036154339_n.jpg?oh=1d8028bb6b58f3b05dbf1b8bf94e0f48&oe=58151FF7;https://www.facebook.com/clarincom/photos/a.285345701500543.59599.156057357762712/285346231500490/?type=3;facebook.com;2011-12-05T16:50:40+0000;1323103840;12/5/2011 17:50:40;17;3;17;1;21;2;2;0;0;1;1;1;3;1.0;;Seguidilla de posteos sobre partidos de Boca. Aunque en algunos casos se incluyen clubes del interior, la seguidilla se refiere al campeonato recientemente obtenido;0;14;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285348704833576;https://www.facebook.com/156057357762712/posts/285348704833576;FECHA 16. Triunfazo (2-1) ante Godoy Cruz y primer puesto asegurado.;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/380930_285346254833821_747573566_n.jpg?oh=0b62697be979f1818486daff486d1ea7&oe=581F87E0;https://scontent.xx.fbcdn.net/v/t1.0-9/380930_285346254833821_747573566_n.jpg?oh=86680d87e020bb3930df2f166eaf6ee4&oe=58287D62;https://www.facebook.com/clarincom/photos/a.285345701500543.59599.156057357762712/285346254833821/?type=3;facebook.com;2011-12-05T16:50:40+0000;1323103840;12/5/2011 17:50:40;25;5;25;10;40;4;4;0;1;1;1;1;3;1.0;;Seguidilla de posteos sobre partidos de Boca. Aunque en algunos casos se incluyen clubes del interior, la seguidilla se refiere al campeonato recientemente obtenido;0;24;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285348674833579;https://www.facebook.com/156057357762712/posts/285348674833579;FECHA 6. Erviti y el festejo del gol del triunfo ante San Martín de San Juan.;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/376196_285345968167183_650520498_n.jpg?oh=f65e1202f97a26f41c9dcff8ca5b27eb&oe=58171892;https://scontent.xx.fbcdn.net/v/t1.0-9/376196_285345968167183_650520498_n.jpg?oh=c0b960d03a8da70362b8e151411ca4b8&oe=5811B610;https://www.facebook.com/clarincom/photos/a.285345701500543.59599.156057357762712/285345968167183/?type=3;facebook.com;2011-12-05T16:50:39+0000;1323103839;12/5/2011 17:50:39;23;0;23;4;27;0;0;0;0;1;1;1;3;1.0;;Seguidilla de posteos sobre partidos de Boca. Aunque en algunos casos se incluyen clubes del interior, la seguidilla se refiere al campeonato recientemente obtenido;0;21;0;0;0;0;0;0
;;photo;post_page_156057357762712;156057357762712_285348678166912;https://www.facebook.com/156057357762712/posts/285348678166912;FECHA 4. Milagro en el área de San Lorenzo. Fue 1-1 en La Bombonera  con gol de Cvitanich.;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/387488_285345998167180_2058118243_n.jpg?oh=bb0a993f30cc6418f642311826837e0a&oe=585B7767;https://scontent.xx.fbcdn.net/v/t1.0-9/387488_285345998167180_2058118243_n.jpg?oh=c04b871d5b8456e77516988046e8f339&oe=5815B1CA;https://www.facebook.com/clarincom/photos/a.285345701500543.59599.156057357762712/285345998167180/?type=3;facebook.com;2011-12-05T16:50:39+0000;1323103839;12/5/2011 17:50:39;19;19;19;2;40;16;16;0;8;1;1;1;3;1.0;;Seguidilla de posteos sobre partidos de Boca. Aunque en algunos casos se incluyen clubes del interior, la seguidilla se refiere al campeonato recientemente obtenido;0;18;0;0;0;0;0;0
